full_name,age,state,hours_worked_in_2021,consultant_type
Samuel Kennedy,56,NY,1876,Technical Architect
Brian Krueger,45,FL,1882,Software Engineer
Rachel Dixon,52,WA,1863,Senior Software Engineer
Jessica Nichols,41,CA,1867,Senior Software Engineer
Aaron Brown,42,WA,1882,Technical Lead
Alexandria Morgan,44,CA,1886,Senior Software Engineer
Erica Nguyen,44,NY,1871,Senior Software Engineer
Michael Chang,46,WA,1873,Technical Lead
Jonathan Wheeler,42,FL,1876,Senior Software Engineer
Michelle West,45,FL,1887,Technical Lead
Leslie Mcbride,39,CA,1887,Senior Software Engineer
Johnathan Greene,49,NY,1882,Technical Architect
Jeremy Carroll,48,NY,1867,Software Engineer
Leon Hines,39,CA,1894,Software Engineer
Calvin Bates,47,WA,1883,Technical Lead
Thomas Hunt,49,CA,1895,Software Engineer
Wesley May,38,NY,1890,Technical Lead
Victoria Brown,48,NY,1904,Technical Lead
Melissa Rogers,47,FL,1858,Technical Lead
Stephanie Ward,48,WA,1888,Senior Software Engineer
Richard Adams,39,WA,1871,Technical Lead
Todd Moody,40,NY,1885,Technical Lead
Elizabeth Schultz,40,CA,1892,Software Engineer
Tammie Harrison,43,WA,1889,Technical Lead
Connie Chavez,43,NY,1888,Senior Software Engineer
Mason Atkinson,47,CA,1879,Technical Lead
Michelle Wu,40,WA,1889,Technical Lead
Shawn Vasquez,42,NY,1895,Technical Lead
Cody Rodriguez,49,FL,1864,Technical Lead
David Olsen,48,WA,1887,Senior Software Engineer
Sharon Allen,45,WA,1880,Senior Software Engineer
Cindy Adams,48,WA,1886,Senior Software Engineer
Jane Thompson,41,CA,1879,Senior Software Engineer
Trevor Potts,41,WA,1880,Senior Software Engineer
Michael Silva,39,WA,1877,Software Engineer
Sarah Cooper,43,FL,1905,Software Engineer
Robert Graham,48,CA,1859,Technical Architect
Tyler Gardner,50,FL,1878,Software Engineer
Austin White,50,WA,1879,Technical Architect
Shelly Dean,57,FL,1868,Senior Software Engineer
Jonathan Brown,54,NY,1866,Technical Architect
Ronald Hammond,52,CA,1864,Software Engineer
Theodore Oliver,37,WA,1864,Software Engineer
Elizabeth Oliver,47,NY,1874,Technical Lead
David Ashley,51,NY,1874,Technical Lead
Erin Tucker,41,NY,1896,Senior Software Engineer
Caleb Anderson,35,FL,1872,Technical Architect
Corey Wood,51,WA,1865,Technical Architect
Anthony Pena,56,FL,1859,Technical Lead
Amanda Sawyer,44,WA,1890,Technical Lead
Paul Smith,42,WA,1868,Software Engineer
Mitchell Graham,43,NY,1879,Senior Software Engineer
Julian Turner,46,WA,1888,Technical Lead
Jonathan Anthony,48,FL,1884,Technical Lead
Stephanie Martinez,44,WA,1851,Technical Lead
Alan Mann,53,FL,1874,Technical Lead
Caroline Moore,41,NY,1888,Technical Lead
John Huber,42,CA,1864,Software Engineer
Kathy Hernandez,48,CA,1882,Technical Architect
Amanda Barajas,40,FL,1901,Software Engineer
Frank Bridges,43,FL,1878,Senior Software Engineer
Tiffany Perez,45,WA,1883,Technical Lead
Timothy Baker,47,CA,1891,Technical Architect
Charles Goodwin,51,WA,1873,Technical Architect
Patrick King,51,NY,1876,Software Engineer
Adam Davis,48,CA,1871,Senior Software Engineer
Holly Andrade,40,WA,1870,Technical Architect
Kevin Stewart,47,WA,1864,Technical Lead
Kevin Wood,48,WA,1864,Technical Lead
Robert Moore,44,MT,1870,Technical Architect
Crystal Perez,50,WA,1898,Technical Architect
Paul Mcdonald,37,NY,1873,Technical Lead
Jamie Sanders,44,CA,1872,Technical Architect
Dylan West,49,WA,1874,Technical Lead
Linda Christian,42,NY,1885,Technical Lead
Joshua Williams,49,NY,1873,Software Engineer
Elijah Douglas,51,WA,1888,Technical Lead
Henry Scott,37,WA,1889,Senior Software Engineer
Charles Barton,37,CA,1885,Technical Lead
Tyler Peterson,46,FL,1876,Technical Lead
Karl Cabrera,43,FL,1877,Senior Software Engineer
Joseph Rodriguez,39,NY,1891,Technical Lead
Jerome Morales,44,WA,1865,Software Engineer
Kyle Campbell,42,WA,1880,Software Engineer
Chelsea Palmer,44,NY,1888,Technical Architect
Christina Colon,59,NY,1857,Technical Lead
Timothy Thomas,47,WA,1884,Technical Lead
Heather Phillips,46,WA,1890,Senior Software Engineer
Allison Martin,49,FL,1879,Technical Architect
Heather Lawson,44,MT,1865,Technical Architect
Jean Harrison,53,NY,1883,Software Engineer
Andrea Macdonald,40,WA,1859,Senior Software Engineer
Joel Preston,47,CA,1882,Technical Architect
Adam Kane,41,WA,1858,Senior Software Engineer
Nathan Davis,39,WA,1861,Technical Lead
Jessica Vega,40,WA,1877,Software Engineer
Carolyn Barker,38,WA,1884,Technical Lead
Jose Mitchell,51,FL,1876,Senior Software Engineer
Patricia Rose,41,WA,1898,Technical Lead
Jeremy Maddox,52,WA,1851,Technical Lead
David Perkins,48,WA,1871,Technical Lead
Pamela Hernandez,54,WA,1867,Senior Software Engineer
Kenneth Ramirez,43,WA,1869,Senior Software Engineer
William Klein,49,NY,1886,Technical Lead
Christopher Barry,43,WA,1899,Technical Lead
Robert Smith,43,WA,1880,Software Engineer
Katie Ford,53,WA,1888,Technical Architect
Madeline Schmidt,47,WA,1862,Technical Lead
Teresa Schwartz,44,WA,1873,Senior Software Engineer
Christina Burke,45,CA,1878,Technical Architect
Latasha Roberts,44,FL,1855,Technical Lead
Juan Chapman,43,CA,1892,Software Engineer
Jillian Simmons,47,FL,1877,Senior Software Engineer
Derek Coleman,50,NY,1869,Technical Lead
Laura Miller,33,NY,1855,Technical Lead
Gregory Cruz,47,NY,1877,Technical Lead
Tammy Smith,46,FL,1867,Senior Software Engineer
Kevin Henderson,44,FL,1904,Technical Architect
Susan Hubbard,52,CA,1888,Senior Software Engineer
Kelly Miller,49,NY,1868,Technical Architect
Amy Black,44,NY,1879,Technical Lead
David Shaw,39,NY,1875,Software Engineer
Michelle Phillips,45,NY,1888,Technical Architect
Ronald Davis,49,CA,1887,Technical Architect
Jennifer Stevenson,43,WA,1874,Software Engineer
Chris Maynard,44,CA,1899,Technical Lead
Preston Simmons,38,WA,1885,Senior Software Engineer
Kaylee Baker,45,WA,1882,Senior Software Engineer
Kurt Newman,37,WA,1846,Technical Lead
Nicole Martinez,33,WA,1845,Senior Software Engineer
Heidi Bates,42,CA,1886,Technical Architect
Robert Bates,42,WA,1857,Senior Software Engineer
Emily Black,46,NY,1893,Senior Software Engineer
Michael Kerr,39,WA,1873,Software Engineer
Grace Grimes,45,NY,1896,Senior Software Engineer
Joseph Moore,43,NY,1891,Technical Lead
George Johnson,49,FL,1900,Software Engineer
Patrick Martin,45,CA,1848,Technical Architect
Darin Cervantes,54,WA,1890,Senior Software Engineer
Jay Velez,51,WA,1890,Senior Software Engineer
Gregory Mason,42,FL,1885,Software Engineer
Julie Clark,45,WA,1889,Senior Software Engineer
Katrina Phillips,43,CA,1851,Software Engineer
James Fry,47,NY,1876,Software Engineer
Jack Madden,52,FL,1894,Technical Lead
Chloe Dunn,47,NY,1885,Technical Lead
Daniel Johnson,40,CA,1882,Technical Lead
Kyle Hardin,48,NY,1873,Senior Software Engineer
Jennifer Nichols,47,FL,1868,Technical Lead
Jessica Davis,42,CA,1893,Software Engineer
Alicia Mclaughlin,46,WA,1861,Technical Lead
Thomas Brown,47,FL,1876,Senior Software Engineer
Kimberly Woods,42,NY,1892,Technical Lead
William Santana,41,WA,1869,Technical Lead
Nicholas Walls,45,FL,1893,Technical Lead
Bonnie Allen,43,NY,1874,Technical Architect
Lynn Massey,48,NY,1882,Technical Lead
Scott Olson,39,NY,1904,Senior Software Engineer
Erica Jones,47,WA,1879,Technical Lead
Juan Blanchard,46,NY,1885,Senior Software Engineer
Keith Carey,43,CA,1889,Technical Architect
Robert Kramer,39,CA,1875,Technical Lead
Matthew Schneider,33,WA,1888,Software Engineer
Carrie Perez,43,CA,1880,Senior Software Engineer
Nathan Walters,47,NY,1888,Technical Lead
Heather Knight,45,WA,1882,Technical Lead
Joseph Long,44,FL,1879,Senior Software Engineer
Michelle Duran,43,CA,1883,Technical Lead
Holly Potter,41,FL,1866,Technical Lead
Russell Neal,38,FL,1891,Technical Architect
Johnny White,37,WA,1888,Senior Software Engineer
Peter Christian,46,NY,1880,Technical Lead
Leonard Fowler,40,WA,1876,Technical Lead
Maria Riley,47,FL,1893,Software Engineer
Catherine Bruce,50,NY,1870,Technical Lead
Heather Miller,44,WA,1866,Senior Software Engineer
Louis Horton,52,FL,1885,Technical Lead
Stephen Obrien,48,NY,1877,Senior Software Engineer
Sierra Jones,51,WA,1892,Technical Architect
Anthony Elliott,47,WA,1891,Technical Lead
Robert Kim,43,WA,1883,Technical Architect
Amy Mcbride,42,NY,1860,Technical Lead
Mark Stanley,45,CA,1885,Technical Architect
Sarah May,51,NY,1894,Technical Lead
Brian George,43,FL,1875,Technical Architect
Jeffrey Watts,45,FL,1862,Senior Software Engineer
Peter Alexander,44,CA,1871,Technical Architect
Jason Parks,53,MT,1888,Senior Software Engineer
Adrian Molina,47,WA,1886,Senior Software Engineer
Mark Silva,39,FL,1871,Senior Software Engineer
Calvin Walker,40,CA,1889,Technical Architect
Rachel Miller,39,NY,1892,Technical Lead
Katie Kramer,45,CA,1913,Senior Software Engineer
Katelyn Fernandez,40,WA,1867,Software Engineer
Ryan Vang,32,NY,1885,Software Engineer
Kathleen Montoya,43,WA,1857,Technical Lead
James Johnson,48,WA,1863,Technical Lead
James Colon,50,WA,1890,Software Engineer
Keith Mendoza,44,CA,1890,Technical Lead
Christopher Johnson,51,WA,1891,Technical Lead
Jennifer Drake,48,CA,1873,Senior Software Engineer
Kyle Harris,39,NY,1866,Senior Software Engineer
Kelly Thompson,47,WA,1886,Software Engineer
Christopher Barnes,41,WA,1882,Technical Lead
Nathan Walker,44,NY,1884,Senior Software Engineer
Tracy Case,47,CA,1873,Technical Lead
Erica Porter,48,FL,1905,Technical Lead
Devin Hernandez,43,WA,1872,Software Engineer
Michelle Davis,50,FL,1891,Technical Lead
Leonard Collins,51,CA,1883,Technical Lead
Barbara Graham,47,FL,1901,Senior Software Engineer
Erin Young,46,NY,1890,Technical Lead
Christopher Castillo,49,NY,1871,Software Engineer
Cynthia Jones,49,WA,1887,Technical Lead
Jessica Oliver,47,CA,1882,Software Engineer
Adrian Meyers,47,NY,1880,Technical Lead
Courtney Horn,42,WA,1889,Technical Lead
Richard Snyder,54,CA,1861,Technical Lead
Kevin Aguilar,50,NY,1895,Technical Lead
Austin Lin,47,NY,1872,Senior Software Engineer
Tyler Malone,49,CA,1883,Software Engineer
Karla Rhodes,39,NY,1859,Technical Architect
Ashlee Harrison,42,WA,1882,Technical Lead
Barbara Sullivan,44,NY,1887,Technical Lead
Austin Walker,48,CA,1874,Technical Lead
Nathaniel Mitchell,42,WA,1866,Technical Lead
Sara Mitchell,35,CA,1874,Technical Architect
John Bates,38,NY,1866,Senior Software Engineer
Nathan Martin,45,NY,1899,Senior Software Engineer
Joseph Ferguson,49,NY,1892,Software Engineer
Jerry Johnson,50,MT,1905,Technical Lead
Seth Nelson,49,FL,1858,Technical Lead
John Mitchell,50,NY,1864,Technical Architect
Kelly Shaw,46,NY,1883,Technical Lead
Henry Bradford,54,CA,1890,Senior Software Engineer
Brian Long,39,CA,1870,Software Engineer
Kimberly Henson,46,FL,1886,Technical Architect
Kimberly Burnett,29,WA,1898,Technical Architect
Jacob Orr,43,WA,1874,Technical Architect
Sara Gomez,41,NY,1875,Software Engineer
Pamela Miles,47,FL,1895,Technical Lead
Glenn Smith,48,FL,1872,Software Engineer
David Wilson,46,CA,1871,Technical Lead
Dwayne Duke,50,WA,1868,Software Engineer
David Love,33,WA,1856,Technical Lead
Kristin Wiggins,36,CA,1873,Senior Software Engineer
Oscar Brewer,43,NY,1875,Technical Lead
Gina Jones,41,CA,1884,Technical Lead
Marvin Jones,52,NY,1877,Senior Software Engineer
Robin Camacho,45,WA,1885,Technical Lead
Mary Gallegos,42,NY,1900,Technical Architect
Nathan Morales,49,NY,1880,Senior Software Engineer
Nancy Heath,41,WA,1886,Senior Software Engineer
Jacqueline Gardner,37,NY,1882,Technical Lead
Leslie Ramirez,41,WA,1865,Technical Architect
Daniel Weber,49,WA,1872,Technical Lead
Isaac Murphy,37,NY,1905,Technical Lead
Latoya Bradford,45,WA,1875,Software Engineer
Victor Rodriguez,36,CA,1881,Software Engineer
Michael Holt,38,WA,1877,Technical Architect
Linda Gomez,47,WA,1851,Technical Architect
Connie Hamilton,44,CA,1880,Technical Lead
Christopher Hayes,39,NY,1877,Senior Software Engineer
David Stewart,44,CA,1872,Software Engineer
Justin Guerrero,43,FL,1877,Technical Architect
Melissa Lewis,51,WA,1876,Technical Lead
Charlene Walker,47,WA,1870,Senior Software Engineer
Richard Weber,46,WA,1892,Technical Lead
Linda Barnes,49,WA,1866,Technical Lead
Whitney Olsen,53,WA,1892,Technical Architect
Alexandria Briggs,43,CA,1882,Software Engineer
Brian Ellis,47,WA,1893,Senior Software Engineer
Alicia Anderson,43,NY,1857,Technical Architect
Gary Mahoney,42,NY,1870,Technical Lead
Brooke Haas,41,NY,1868,Software Engineer
Rhonda Alexander,50,WA,1876,Senior Software Engineer
Paul Green,44,WA,1893,Technical Architect
Marcus Callahan,36,NY,1897,Software Engineer
David Nichols,43,NY,1888,Software Engineer
Grace Conway,44,WA,1889,Technical Lead
Rodney Woods,47,NY,1885,Senior Software Engineer
Ryan Hernandez,42,FL,1877,Technical Architect
Keith Miller,35,NY,1867,Technical Lead
Scott Brown,38,CA,1879,Technical Lead
Rebecca Gonzales,49,WA,1867,Senior Software Engineer
John Powell,38,WA,1871,Technical Lead
Douglas Smith,32,WA,1865,Senior Software Engineer
Monica Jackson,43,WA,1882,Technical Lead
Richard Haas,47,FL,1894,Software Engineer
Dana Byrd,45,NY,1901,Senior Software Engineer
Luis Hart,41,WA,1863,Technical Lead
Samuel Taylor,45,MT,1902,Software Engineer
Tracy Barajas,52,NY,1861,Senior Software Engineer
Larry Murray,44,FL,1876,Software Engineer
Melissa Morgan,40,WA,1882,Technical Architect
Douglas Reed,44,NY,1872,Technical Architect
Amber Perez,48,NY,1875,Technical Lead
Stephanie Price,44,NY,1890,Software Engineer
Sharon Adams,43,WA,1918,Technical Lead
Joshua Miller,42,FL,1889,Technical Architect
James James,43,WA,1887,Technical Architect
Carla Young,43,FL,1868,Technical Architect
Eric Solis,52,NY,1886,Technical Lead
John Martinez,51,MT,1879,Technical Lead
Anthony Smith,47,NY,1890,Technical Architect
Jason Ray,46,NY,1893,Software Engineer
Jessica Moody,46,WA,1917,Technical Lead
Joanne Malone,48,WA,1879,Software Engineer
Harold Ramos,41,FL,1892,Technical Lead
Valerie Burke,48,CA,1879,Technical Architect
Nicole Nash,52,NY,1888,Technical Lead
Debra Andrews,43,NY,1860,Senior Software Engineer
Matthew Knight,49,WA,1863,Senior Software Engineer
John Moore,45,WA,1901,Software Engineer
Susan Bryant,47,WA,1889,Software Engineer
Charles Taylor,46,NY,1897,Technical Lead
Kathleen Martin,50,NY,1885,Senior Software Engineer
Brent Torres,44,NY,1885,Software Engineer
Travis Greer,40,NY,1879,Senior Software Engineer
Nancy Fletcher,46,WA,1857,Software Engineer
Tracy Taylor,40,WA,1853,Technical Lead
Nina Coleman,49,CA,1878,Senior Software Engineer
Veronica Davis,36,FL,1867,Software Engineer
Timothy Cummings,49,NY,1875,Software Engineer
Darius Barnett,44,WA,1886,Technical Lead
Andrew Flores,49,NY,1895,Technical Architect
Michael Kelley,51,NY,1876,Software Engineer
Christina Bonilla,55,WA,1911,Technical Lead
Lauren Garza,45,NY,1906,Technical Lead
Amanda Collins,35,NY,1873,Senior Software Engineer
Tammy Carter,41,CA,1879,Technical Lead
Mark Kramer,48,CA,1879,Technical Lead
Justin Greer,39,NY,1863,Technical Lead
Daniel White,39,FL,1897,Senior Software Engineer
Patrick Young,47,NY,1888,Senior Software Engineer
Ashley Cortez,41,WA,1884,Senior Software Engineer
James Ortega,40,NY,1883,Technical Architect
Robert Bradford,51,NY,1884,Technical Architect
Mark Maldonado,47,FL,1899,Technical Lead
Morgan Mitchell,48,WA,1868,Technical Lead
Tina Martin,44,WA,1891,Technical Lead
Roberto Green,46,FL,1877,Technical Architect
Daniel Howard,53,NY,1880,Technical Lead
Christina Baldwin,46,WA,1885,Technical Lead
Kristina Bush,47,NY,1884,Technical Lead
Linda Bowman,47,WA,1878,Technical Lead
Nathaniel Grant,46,CA,1878,Senior Software Engineer
Michael Russell,46,NY,1888,Senior Software Engineer
Matthew Hamilton,50,WA,1883,Technical Lead
Margaret Edwards,48,CA,1863,Technical Lead
Justin Rosario,50,WA,1878,Software Engineer
Susan Ford,48,MT,1885,Technical Lead
Anna Hendricks,44,WA,1893,Senior Software Engineer
Kevin Ferguson,39,CA,1889,Technical Lead
Robert Cole,43,CA,1895,Senior Software Engineer
Peggy Guerrero,47,NY,1883,Senior Software Engineer
Pamela Reynolds,56,NY,1885,Technical Lead
Debbie Summers,38,CA,1873,Technical Architect
David Sims,42,WA,1888,Technical Lead
Joel Mann,45,CA,1898,Technical Lead
Gary Lucero,47,WA,1887,Senior Software Engineer
Kathleen Green,49,CA,1883,Technical Architect
Sabrina Hill,44,WA,1885,Software Engineer
Sharon Wilson,44,FL,1903,Software Engineer
Ryan Rangel,49,NY,1872,Technical Lead
Keith Evans,43,NY,1893,Technical Architect
Tyrone Ruiz,40,FL,1873,Technical Architect
Stephen Harvey,50,WA,1881,Technical Architect
Rachel Gonzalez,44,NY,1888,Technical Lead
Lisa Welch,47,NY,1879,Technical Architect
Melissa Anderson,41,CA,1879,Technical Lead
Nathan Santiago,43,CA,1885,Technical Lead
Stacy Thompson,51,NY,1880,Technical Architect
Anthony Johnson,42,WA,1876,Software Engineer
Ross Terry,51,WA,1876,Technical Lead
Michael Miller,47,WA,1868,Senior Software Engineer
Jeremy Lopez,42,WA,1868,Technical Lead
Jacob Crawford,42,NY,1885,Technical Lead
Angela Rojas,47,NY,1878,Senior Software Engineer
Shannon Lane,57,NY,1899,Senior Software Engineer
Katie Burns,33,FL,1888,Senior Software Engineer
Tiffany Benjamin,43,FL,1868,Technical Lead
Thomas Hernandez,33,NY,1869,Senior Software Engineer
Rebecca Hughes,43,WA,1879,Senior Software Engineer
Cheryl Johnson,45,FL,1888,Senior Software Engineer
Heather Mathews,49,NY,1879,Technical Architect
Valerie Thomas,44,FL,1881,Technical Lead
Elizabeth Chambers,46,WA,1862,Technical Lead
Mitchell Lynn,49,CA,1873,Technical Lead
Bryan Martinez,50,FL,1883,Senior Software Engineer
Troy Livingston,47,WA,1861,Technical Lead
Terri Carney,45,CA,1887,Senior Software Engineer
Robert Beck,44,WA,1910,Technical Lead
Jennifer Wagner,50,WA,1861,Senior Software Engineer
Juan Vincent,49,WA,1859,Senior Software Engineer
Amy Bautista,52,WA,1874,Senior Software Engineer
Alexander Anderson,45,WA,1863,Senior Software Engineer
Jeremy Haynes,43,FL,1880,Senior Software Engineer
Anthony Chung,30,NY,1871,Software Engineer
Drew Sheppard,47,NY,1853,Technical Architect
Maria Carter,37,WA,1885,Technical Lead
Jennifer Turner,43,CA,1864,Software Engineer
Vanessa Browning,52,WA,1881,Senior Software Engineer
Denise Taylor,36,CA,1882,Senior Software Engineer
Michelle Freeman,45,MT,1888,Technical Architect
Amanda Spence,38,CA,1875,Senior Software Engineer
Shelley Miller,46,NY,1895,Technical Lead
Jacob Patel,45,FL,1881,Software Engineer
Tammy Anderson,47,CA,1908,Technical Architect
Crystal Johnston,37,FL,1880,Technical Architect
James King,53,WA,1882,Technical Architect
Brandon Jenkins,34,NY,1890,Technical Lead
Nicole Young,37,CA,1891,Senior Software Engineer
Kevin Glass,46,CA,1879,Senior Software Engineer
Rachel Johnson,41,NY,1890,Technical Architect
Matthew Wood,50,FL,1887,Technical Lead
Cynthia Smith,38,CA,1882,Senior Software Engineer
Kelsey Mcdonald,39,NY,1878,Software Engineer
Brandi Welch,51,NY,1874,Senior Software Engineer
Shelby Larsen,51,NY,1858,Technical Architect
Randall Lee,39,WA,1861,Software Engineer
Natasha Davis,32,FL,1877,Technical Lead
David Cantrell,41,WA,1880,Technical Lead
Jason Rogers,45,FL,1879,Technical Lead
Michele Miller,46,WA,1886,Technical Lead
Lisa Lopez,43,NY,1895,Software Engineer
Suzanne Mills,49,NY,1892,Senior Software Engineer
Amanda Stark,43,NY,1879,Technical Architect
Yvette Mcdonald,50,WA,1895,Software Engineer
Kristin Rogers,47,FL,1866,Technical Lead
Paula Brady,50,NY,1880,Software Engineer
Derek Pearson,43,FL,1867,Technical Lead
Michael Wheeler,51,FL,1865,Technical Lead
Alexis Velasquez,49,WA,1881,Technical Lead
Joseph Hernandez,47,CA,1869,Technical Lead
Sarah Ross,52,NY,1868,Technical Architect
Amanda Morris,53,MT,1878,Software Engineer
Jon Whitney,56,WA,1905,Software Engineer
Alyssa Schmitt,42,FL,1882,Software Engineer
Adam Edwards,43,FL,1902,Technical Architect
Sean Williams,46,FL,1876,Technical Lead
